Product Type,Product Weight (kg),Purpose,Vehicle Type,maxWeightCapacity
Leafy Greens,2667,perishable goods,Small Refrigerated Truck,4400
Fresh Vegetables,7703,perishable goods,Large Refrigerated Truck,8513
Fresh Vegetables,6300,perishable goods,Large Refrigerated Truck,8047
Goats,151,livestock,Small Livestock Truck,2125
Chickens,3648,livestock,Large Livestock Truck,5548
Leafy Greens,8466,perishable goods,Large Refrigerated Truck,9670
Corn,5968,crops,Dropside Truck,7757
Meat,5158,perishable goods,Large Refrigerated Truck,6734
Vegetables,12582,crops,10 Wheeler Dump Truck,13885
Meat,3065,perishable goods,Medium Refrigerated Truck,4004
Vegetables,8273,crops,Dropside Truck,8889
Fresh Vegetables,2235,perishable goods,Small Refrigerated Truck,3328
Eggs,7122,perishable goods,Large Refrigerated Truck,7942
Fresh Vegetables,5935,perishable goods,Large Refrigerated Truck,6713
Frozen Fish,7954,perishable goods,Large Refrigerated Truck,8859
Chickens,6820,livestock,Large Livestock Truck,8679
Eggs,4096,perishable goods,Medium Refrigerated Truck,5984
Vegetables,11861,crops,10 Wheeler Cargo Truck,12585
Cows,5498,livestock,Large Livestock Truck,7189
Corn,1597,crops,Elf Truck,3138
Cows,6438,livestock,Large Livestock Truck,7455
Vegetables,11247,crops,10 Wheeler Dump Truck,12013
Eggs,748,perishable goods,Small Refrigerated Van,2451
Corn,12587,crops,10 Wheeler Dump Truck,12728
Vegetables,3798,crops,Heavy Duty Pickup Truck,4803
Meat,9532,perishable goods,10 wheeler Reefer Truck,10457
Cows,11659,livestock,10 wheeler Livestock Truck,12847
Corn,4540,crops,Dropside Truck,5095
Corn,683,crops,Small Multicab,2600
Fresh Vegetables,8138,perishable goods,Large Refrigerated Truck,9148
Chickens,4860,livestock,Large Livestock Truck,5986
Pigs,11579,livestock,10 wheeler Livestock Truck,12159
Frozen Fish,3552,perishable goods,Medium Refrigerated Truck,3960
Eggs,8096,perishable goods,Large Refrigerated Truck,9885
Milk,3443,perishable goods,Medium Refrigerated Truck,5066
Fruits,10085,crops,10 Wheeler Cargo Truck,11622
Pigs,8882,livestock,10 wheeler Livestock Truck,10498
Vegetables,11629,crops,10 Wheeler Cargo Truck,12856
Fresh Vegetables,10037,perishable goods,10 wheeler Reefer Truck,10792
Rice,1311,crops,Medium Pickup Truck,2264
Vegetables,1775,crops,Large Delivery Van,3580
Fresh Vegetables,7698,perishable goods,Large Refrigerated Truck,8735
Corn,8984,crops,Dropside Truck,10410
Pigs,9141,livestock,10 wheeler Livestock Truck,10790
Vegetables,10270,crops,10 Wheeler Cargo Truck,11974
Leafy Greens,4316,perishable goods,Medium Refrigerated Truck,5535
Vegetables,985,crops,Small Delivery Van,2739
Chickens,10927,livestock,10 wheeler Livestock Truck,12342
Leafy Greens,1671,perishable goods,Small Refrigerated Truck,3318
Rice,5791,crops,Dropside Truck,6874
Cows,9295,livestock,10 wheeler Livestock Truck,10167
Meat,4165,perishable goods,Medium Refrigerated Truck,5318
Fresh Vegetables,3102,perishable goods,Medium Refrigerated Truck,4203
Goats,9576,livestock,10 wheeler Livestock Truck,9954
Fresh Vegetables,3629,perishable goods,Medium Refrigerated Truck,4630
Chickens,6517,livestock,Large Livestock Truck,6645
Leafy Greens,7027,perishable goods,Large Refrigerated Truck,8175
Frozen Fish,10764,perishable goods,10 wheeler Reefer Truck,11365
Fresh Vegetables,6319,perishable goods,Large Refrigerated Truck,7238
Eggs,7220,perishable goods,Large Refrigerated Truck,9185
Cows,2402,livestock,Medium Livestock Truck,3089
Leafy Greens,5396,perishable goods,Large Refrigerated Truck,6331
Milk,1365,perishable goods,Large Refrigerated Van,1972
Goats,6423,livestock,Large Livestock Truck,7904
Goats,1640,livestock,Medium Livestock Truck,2333
Meat,7934,perishable goods,Large Refrigerated Truck,8133
Chickens,3526,livestock,Large Livestock Truck,5348
Rice,6120,crops,Dropside Truck,6323
Cows,9144,livestock,10 wheeler Livestock Truck,9561
Corn,49,crops,Motorcyle with Box,2031
Meat,9454,perishable goods,10 wheeler Reefer Truck,9554
Frozen Fish,6732,perishable goods,Large Refrigerated Truck,7661
Cows,1416,livestock,Small Livestock Truck,3290
Fruits,970,crops,Large Multicab,1410
Vegetables,5461,crops,Dropside Truck,6573
Chickens,6629,livestock,Large Livestock Truck,7193
Vegetables,5201,crops,Dropside Truck,6539
Fresh Vegetables,7569,perishable goods,Large Refrigerated Truck,9555
Frozen Fish,1486,perishable goods,Large Refrigerated Van,2072
Vegetables,3413,crops,Large Pickup Truck,4641
Meat,4548,perishable goods,Medium Refrigerated Truck,5745
Corn,5571,crops,Dropside Truck,7470
Eggs,9118,perishable goods,10 wheeler Reefer Truck,9414
Vegetables,5664,crops,Dropside Truck,7457
Goats,7661,livestock,10 wheeler Livestock Truck,8538
Meat,9276,perishable goods,10 wheeler Reefer Truck,10893
Goats,4016,livestock,Large Livestock Truck,4414
Corn,1564,crops,Elf Truck,2445
Leafy Greens,371,perishable goods,Small Refrigerated Van,681
Goats,6732,livestock,Large Livestock Truck,8603
Vegetables,2258,crops,Elf Truck,3712
Eggs,9050,perishable goods,10 wheeler Reefer Truck,9586
Meat,7760,perishable goods,Large Refrigerated Truck,8473
Fruits,8909,crops,10 Wheeler Cargo Truck,9433
Meat,1351,perishable goods,Large Refrigerated Van,2870
Frozen Fish,6011,perishable goods,Large Refrigerated Truck,7010
Vegetables,2549,crops,Elf Truck,3059
Corn,8680,crops,10 Wheeler Cargo Truck,8919
Cows,3254,livestock,Large Livestock Truck,3503
Eggs,5182,perishable goods,Large Refrigerated Truck,7161
Fruits,7829,crops,Dropside Truck,9773
Fresh Vegetables,5325,perishable goods,Large Refrigerated Truck,6299
Goats,1933,livestock,Medium Livestock Truck,3317
Cows,7619,livestock,10 wheeler Livestock Truck,8451
Rice,1287,crops,Medium Pickup Truck,1430
Goats,7179,livestock,10 wheeler Livestock Truck,7995
Milk,7157,perishable goods,Large Refrigerated Truck,8973
Vegetables,13420,crops,10 Wheeler Dump Truck,13874
Fruits,3110,crops,Elf Truck,3598
Frozen Fish,11688,perishable goods,10 wheeler Reefer Truck,12349
Chickens,916,livestock,Small Livestock Truck,1761
Goats,9191,livestock,10 wheeler Livestock Truck,10508
Cows,658,livestock,Small Livestock Truck,2496
Eggs,7034,perishable goods,Large Refrigerated Truck,8108
Cows,346,livestock,Small Livestock Truck,576
Cows,5173,livestock,Large Livestock Truck,5766
Fruits,12552,crops,10 Wheeler Dump Truck,14329
Milk,8262,perishable goods,Large Refrigerated Truck,8739
Meat,6892,perishable goods,Large Refrigerated Truck,7190
Meat,9455,perishable goods,10 wheeler Reefer Truck,9998
Corn,12326,crops,10 Wheeler Dump Truck,12440
Fresh Vegetables,7239,perishable goods,Large Refrigerated Truck,8665
Leafy Greens,9712,perishable goods,10 wheeler Reefer Truck,10408
Corn,5836,crops,Dropside Truck,6855
Eggs,11422,perishable goods,10 wheeler Reefer Truck,12797
Leafy Greens,1349,perishable goods,Large Refrigerated Van,1730
Leafy Greens,10533,perishable goods,10 wheeler Reefer Truck,12139
Meat,8493,perishable goods,Large Refrigerated Truck,9396
Meat,4417,perishable goods,Medium Refrigerated Truck,5698
Fruits,5757,crops,Dropside Truck,6103
Fresh Vegetables,10629,perishable goods,10 wheeler Reefer Truck,12204
Rice,8071,crops,10 Wheeler Cargo Truck,9941
Cows,8373,livestock,10 wheeler Livestock Truck,8475
Rice,11053,crops,10 Wheeler Cargo Truck,12078
Milk,85,perishable goods,Small Refrigerated Van,2075
Fruits,6940,crops,Dropside Truck,7824
Corn,7707,crops,Dropside Truck,7989
Eggs,2266,perishable goods,Small Refrigerated Truck,3261
Corn,1517,crops,Large Delivery Van,3421
Meat,11190,perishable goods,10 wheeler Reefer Truck,11469
Fresh Vegetables,9890,perishable goods,10 wheeler Reefer Truck,11153
Cows,1138,livestock,Small Livestock Truck,2066
Meat,10931,perishable goods,10 wheeler Reefer Truck,12458
Frozen Fish,4901,perishable goods,Medium Refrigerated Truck,6551
Chickens,6219,livestock,Large Livestock Truck,6441
Vegetables,10291,crops,10 Wheeler Cargo Truck,12280
Eggs,5472,perishable goods,Large Refrigerated Truck,6565
Eggs,2519,perishable goods,Small Refrigerated Truck,3332
Fruits,14077,crops,10 Wheeler Dump Truck,14567
Fruits,846,crops,Small Multicab,2069
Cows,3254,livestock,Large Livestock Truck,4354
Leafy Greens,3905,perishable goods,Medium Refrigerated Truck,4939
Chickens,11879,livestock,10 wheeler Livestock Truck,13207
Vegetables,10213,crops,10 Wheeler Cargo Truck,11148
Fresh Vegetables,6111,perishable goods,Large Refrigerated Truck,7030
Eggs,10458,perishable goods,10 wheeler Reefer Truck,10934
Corn,1119,crops,Large Multicab,2026
Cows,10789,livestock,10 wheeler Livestock Truck,12324
Vegetables,8540,crops,Dropside Truck,10149
Frozen Fish,8356,perishable goods,Large Refrigerated Truck,8931
Meat,9553,perishable goods,10 wheeler Reefer Truck,10084
Goats,5595,livestock,Large Livestock Truck,6293
Corn,10160,crops,10 Wheeler Cargo Truck,10618
Meat,10645,perishable goods,10 wheeler Reefer Truck,11988
Pigs,6378,livestock,Large Livestock Truck,7238
Eggs,11346,perishable goods,10 wheeler Reefer Truck,11556
Frozen Fish,5866,perishable goods,Large Refrigerated Truck,6183
Rice,14156,crops,10 Wheeler Dump Truck,16087
Corn,12982,crops,10 Wheeler Dump Truck,14681
Corn,5408,crops,Dropside Truck,5958
Rice,2212,crops,Large Pickup Truck,2653
Frozen Fish,11300,perishable goods,10 wheeler Reefer Truck,12782
Fruits,11182,crops,10 Wheeler Dump Truck,12301
Meat,7624,perishable goods,Large Refrigerated Truck,9603
Rice,12803,crops,10 Wheeler Dump Truck,13440
Pigs,10059,livestock,10 wheeler Livestock Truck,11259
Pigs,4021,livestock,Large Livestock Truck,4588
Frozen Fish,3249,perishable goods,Medium Refrigerated Truck,5064
Milk,655,perishable goods,Small Refrigerated Van,1811
Chickens,3714,livestock,Large Livestock Truck,5487
Goats,6333,livestock,Large Livestock Truck,8244
Fruits,1797,crops,Large Delivery Van,3187
Milk,7668,perishable goods,Large Refrigerated Truck,8499
Fresh Vegetables,10821,perishable goods,10 wheeler Reefer Truck,12077
Vegetables,14426,crops,10 Wheeler Dump Truck,14797
Fresh Vegetables,8044,perishable goods,Large Refrigerated Truck,8148
Vegetables,1363,crops,Medium Pickup Truck,1948
Pigs,6481,livestock,Large Livestock Truck,7843
Rice,9381,crops,10 Wheeler Cargo Truck,10261
Eggs,7886,perishable goods,Large Refrigerated Truck,8248
Eggs,7155,perishable goods,Large Refrigerated Truck,7304
Meat,5630,perishable goods,Large Refrigerated Truck,7506
Fresh Vegetables,2751,perishable goods,Small Refrigerated Truck,3285
Vegetables,13644,crops,10 Wheeler Dump Truck,15082
Vegetables,874,crops,Small Pickup Truck,1071
Vegetables,14172,crops,10 Wheeler Dump Truck,15286
Fruits,9765,crops,10 Wheeler Cargo Truck,11385
Chickens,3042,livestock,Large Livestock Truck,4110
Leafy Greens,7963,perishable goods,Large Refrigerated Truck,9247
Leafy Greens,7405,perishable goods,Large Refrigerated Truck,9104
Fresh Vegetables,6936,perishable goods,Large Refrigerated Truck,7657
Rice,7603,crops,Dropside Truck,8215
Fruits,5871,crops,Dropside Truck,6080
Frozen Fish,3769,perishable goods,Medium Refrigerated Truck,5309
Eggs,9761,perishable goods,10 wheeler Reefer Truck,10217
Meat,8168,perishable goods,Large Refrigerated Truck,9495
Goats,4845,livestock,Large Livestock Truck,5548
Vegetables,4196,crops,Heavy Duty Pickup Truck,4377
Leafy Greens,10222,perishable goods,10 wheeler Reefer Truck,10876
Pigs,2548,livestock,Medium Livestock Truck,3408
Fruits,5738,crops,Dropside Truck,6242
Pigs,9039,livestock,10 wheeler Livestock Truck,10514
Corn,3817,crops,Heavy Duty Pickup Truck,4743
Pigs,3575,livestock,Large Livestock Truck,4126
Leafy Greens,6012,perishable goods,Large Refrigerated Truck,7924
Corn,642,crops,Small Delivery Van,1397
Corn,11091,crops,10 Wheeler Cargo Truck,12016
Meat,7850,perishable goods,Large Refrigerated Truck,8987
Chickens,1532,livestock,Medium Livestock Truck,3014
Meat,2858,perishable goods,Small Refrigerated Truck,3368
Meat,2157,perishable goods,Small Refrigerated Truck,4118
Vegetables,10978,crops,10 Wheeler Cargo Truck,11117
Fruits,6617,crops,Dropside Truck,7046
Meat,6938,perishable goods,Large Refrigerated Truck,7629
Cows,7962,livestock,10 wheeler Livestock Truck,9840
Fresh Vegetables,5736,perishable goods,Large Refrigerated Truck,7031
Fruits,4416,crops,Dropside Truck,4557
Pigs,11454,livestock,10 wheeler Livestock Truck,13448
Leafy Greens,9718,perishable goods,10 wheeler Reefer Truck,11674
Fruits,12086,crops,10 Wheeler Dump Truck,14011
Goats,5599,livestock,Large Livestock Truck,6063
Frozen Fish,8614,perishable goods,Large Refrigerated Truck,9637
Leafy Greens,10413,perishable goods,10 wheeler Reefer Truck,12246
Fresh Vegetables,10963,perishable goods,10 wheeler Reefer Truck,12714
Frozen Fish,7221,perishable goods,Large Refrigerated Truck,8623
Fruits,5576,crops,Dropside Truck,5707
Goats,8279,livestock,10 wheeler Livestock Truck,9805
Meat,6400,perishable goods,Large Refrigerated Truck,7360
Corn,615,crops,Small Delivery Van,1511
Corn,13762,crops,10 Wheeler Dump Truck,14917
Fruits,8596,crops,Dropside Truck,9240
Goats,1120,livestock,Small Livestock Truck,1737
Meat,8642,perishable goods,Large Refrigerated Truck,9044
Chickens,5319,livestock,Large Livestock Truck,6818
Chickens,4061,livestock,Large Livestock Truck,4200
Milk,8202,perishable goods,Large Refrigerated Truck,8785
Fruits,4780,crops,Dropside Truck,6031
Fresh Vegetables,9740,perishable goods,10 wheeler Reefer Truck,11454
Cows,7672,livestock,10 wheeler Livestock Truck,8739
Fresh Vegetables,2622,perishable goods,Small Refrigerated Truck,4058
Eggs,2019,perishable goods,Small Refrigerated Truck,3078
Goats,2973,livestock,Medium Livestock Truck,4310
Chickens,5144,livestock,Large Livestock Truck,5264
Fruits,14819,crops,10 Wheeler Dump Truck,15036
Milk,634,perishable goods,Small Refrigerated Van,2421
Corn,526,crops,Small Delivery Van,2163
Corn,7736,crops,Dropside Truck,9481
Meat,976,perishable goods,Medium Refrigerated Van,2721
Rice,8778,crops,Dropside Truck,10033
Chickens,328,livestock,Small Livestock Truck,654
Cows,4901,livestock,Large Livestock Truck,6139
Rice,6160,crops,Dropside Truck,7097
Leafy Greens,132,perishable goods,Small Refrigerated Van,2098
Meat,1128,perishable goods,Medium Refrigerated Van,2350
Milk,1525,perishable goods,Small Refrigerated Truck,1763
Corn,7530,crops,Dropside Truck,9156
Fresh Vegetables,3069,perishable goods,Medium Refrigerated Truck,3998
Vegetables,2647,crops,Large Pickup Truck,3158
Chickens,9409,livestock,10 wheeler Livestock Truck,10895
Corn,412,crops,Tricycle,824
Eggs,11841,perishable goods,10 wheeler Reefer Truck,13228
Rice,9715,crops,10 Wheeler Cargo Truck,9925
Chickens,11726,livestock,10 wheeler Livestock Truck,12359
Milk,7025,perishable goods,Large Refrigerated Truck,8245
Chickens,9118,livestock,10 wheeler Livestock Truck,10828
Corn,13393,crops,10 Wheeler Dump Truck,15093
Meat,2847,perishable goods,Small Refrigerated Truck,3932
Meat,428,perishable goods,Small Refrigerated Van,2138
Fruits,3663,crops,Heavy Duty Pickup Truck,4390
Fruits,3672,crops,Heavy Duty Pickup Truck,5601
Frozen Fish,2738,perishable goods,Small Refrigerated Truck,3561
Fresh Vegetables,6096,perishable goods,Large Refrigerated Truck,8006
Leafy Greens,6993,perishable goods,Large Refrigerated Truck,8848
Frozen Fish,2074,perishable goods,Small Refrigerated Truck,2948
Chickens,2283,livestock,Medium Livestock Truck,3745
Cows,5984,livestock,Large Livestock Truck,6786
Meat,1068,perishable goods,Medium Refrigerated Van,2181
Frozen Fish,1182,perishable goods,Medium Refrigerated Van,1608
Vegetables,10734,crops,10 Wheeler Cargo Truck,11234
Milk,1538,perishable goods,Small Refrigerated Truck,2973
Meat,10699,perishable goods,10 wheeler Reefer Truck,12164
Milk,9488,perishable goods,10 wheeler Reefer Truck,9702
Meat,2669,perishable goods,Small Refrigerated Truck,3928
Vegetables,3831,crops,Heavy Duty Pickup Truck,4844
Fruits,10368,crops,10 Wheeler Cargo Truck,11391
Vegetables,12864,crops,10 Wheeler Dump Truck,14198
Rice,2788,crops,Large Pickup Truck,4650
Milk,3358,perishable goods,Medium Refrigerated Truck,3786
Leafy Greens,2888,perishable goods,Small Refrigerated Truck,3501
Pigs,2820,livestock,Medium Livestock Truck,3554
Pigs,10368,livestock,10 wheeler Livestock Truck,11249
Rice,13373,crops,10 Wheeler Dump Truck,14195
Milk,8197,perishable goods,Large Refrigerated Truck,8742
Fresh Vegetables,9508,perishable goods,10 wheeler Reefer Truck,10347
Eggs,1687,perishable goods,Small Refrigerated Truck,3260
Leafy Greens,9491,perishable goods,10 wheeler Reefer Truck,10784
Eggs,7895,perishable goods,Large Refrigerated Truck,9223
Chickens,4328,livestock,Large Livestock Truck,6253
Pigs,6189,livestock,Large Livestock Truck,6664
Chickens,1330,livestock,Small Livestock Truck,1819
Pigs,11158,livestock,10 wheeler Livestock Truck,12166
Rice,13550,crops,10 Wheeler Dump Truck,15224
Cows,10697,livestock,10 wheeler Livestock Truck,11796
Fresh Vegetables,1697,perishable goods,Small Refrigerated Truck,2896
Corn,12433,crops,10 Wheeler Dump Truck,13092
Frozen Fish,10158,perishable goods,10 wheeler Reefer Truck,11793
Milk,4200,perishable goods,Medium Refrigerated Truck,4362
Eggs,2694,perishable goods,Small Refrigerated Truck,3446
Goats,2269,livestock,Medium Livestock Truck,2959
Meat,2020,perishable goods,Small Refrigerated Truck,2516
Eggs,2876,perishable goods,Small Refrigerated Truck,3813
Vegetables,7155,crops,Dropside Truck,7721
Vegetables,12151,crops,10 Wheeler Dump Truck,14007
Eggs,1010,perishable goods,Medium Refrigerated Van,2458
Pigs,1917,livestock,Medium Livestock Truck,2904
Fruits,4784,crops,Dropside Truck,6438
Fruits,3307,crops,Elf Truck,4217
Rice,13444,crops,10 Wheeler Dump Truck,13973
Corn,8375,crops,10 Wheeler Cargo Truck,9513
Eggs,8500,perishable goods,Large Refrigerated Truck,9479
Fresh Vegetables,8678,perishable goods,Large Refrigerated Truck,10414
Rice,3329,crops,Large Pickup Truck,4612
Fresh Vegetables,6859,perishable goods,Large Refrigerated Truck,8492
Fruits,5695,crops,Dropside Truck,6774
Milk,7506,perishable goods,Large Refrigerated Truck,9130
Fruits,13921,crops,10 Wheeler Dump Truck,14472
Meat,1662,perishable goods,Small Refrigerated Truck,3242
Goats,8584,livestock,10 wheeler Livestock Truck,8953
Corn,6018,crops,Dropside Truck,6275
Milk,4562,perishable goods,Medium Refrigerated Truck,5135
Goats,10267,livestock,10 wheeler Livestock Truck,10432
Fruits,8294,crops,Dropside Truck,8969
Pigs,4474,livestock,Large Livestock Truck,6128
Eggs,3190,perishable goods,Medium Refrigerated Truck,3641
Meat,10205,perishable goods,10 wheeler Reefer Truck,10970
Frozen Fish,6598,perishable goods,Large Refrigerated Truck,7152
Fresh Vegetables,6973,perishable goods,Large Refrigerated Truck,7582
Fruits,6047,crops,Dropside Truck,6532
Milk,8247,perishable goods,Large Refrigerated Truck,8516
Rice,1858,crops,Elf Truck,2324
Chickens,10014,livestock,10 wheeler Livestock Truck,11053
Leafy Greens,2527,perishable goods,Small Refrigerated Truck,3058
