Product Type,Product Weight (kg),Purpose,Vehicle Type
Pigs,10031,livestock,10 wheeler Livestock Truck
Cows,10721,livestock,10 wheeler Livestock Truck
Rice,6590,crops,Dropside Truck
Corn,11520,crops,10 Wheeler Cargo Truck
Chickens,2201,livestock,Medium Livestock Truck
Fruits,10760,crops,10 Wheeler Cargo Truck
Frozen Fish,4521,perishable goods,Medium Refrigerated Truck
Rice,12750,crops,10 Wheeler Dump Truck
Rice,8990,crops,Dropside Truck
Vegetables,5490,crops,Dropside Truck
Corn,6260,crops,Dropside Truck
Chickens,8361,livestock,10 wheeler Livestock Truck
Pigs,10581,livestock,10 wheeler Livestock Truck
Fruits,10520,crops,10 Wheeler Cargo Truck
Vegetables,3430,crops,Elf Truck
Goats,2671,livestock,Medium Livestock Truck
Fruits,4310,crops,Heavy Duty Pickup Truck
Fruits,840,crops,Small Delivery Van
Goats,11131,livestock,10 wheeler Livestock Truck
Frozen Fish,6891,perishable goods,Large Refrigerated Truck
Cows,441,livestock,Small Livestock Truck
Cows,961,livestock,Small Livestock Truck
Milk,10051,perishable goods,10 wheeler Reefer Truck
Corn,12400,crops,10 Wheeler Dump Truck
Meat,3031,perishable goods,Medium Refrigerated Truck
Pigs,4551,livestock,Large Livestock Truck
Vegetables,11690,crops,10 Wheeler Dump Truck
Rice,10390,crops,10 Wheeler Cargo Truck
Leafy Greens,2391,perishable goods,Small Refrigerated Truck
Meat,71,perishable goods,Small Refrigerated Van
Vegetables,1210,crops,Medium Pickup Truck
Fruits,13850,crops,10 Wheeler Dump Truck
Rice,12300,crops,10 Wheeler Dump Truck
Fruits,12470,crops,10 Wheeler Dump Truck
Rice,3780,crops,Heavy Duty Pickup Truck
Pigs,11071,livestock,10 wheeler Livestock Truck
Corn,11680,crops,10 Wheeler Cargo Truck
Cows,10541,livestock,10 wheeler Livestock Truck
Vegetables,1540,crops,Large Delivery Van
Chickens,6871,livestock,Large Livestock Truck
Frozen Fish,9441,perishable goods,10 wheeler Reefer Truck
Corn,2580,crops,Elf Truck
Rice,1230,crops,Medium Pickup Truck
Vegetables,6240,crops,Dropside Truck
Rice,1260,crops,Large Multicab
Cows,1061,livestock,Small Livestock Truck
Leafy Greens,10501,perishable goods,10 wheeler Reefer Truck
Vegetables,220,crops,Tricycle
Rice,5700,crops,Dropside Truck
Fruits,14260,crops,10 Wheeler Dump Truck
Chickens,8001,livestock,10 wheeler Livestock Truck
Goats,10411,livestock,10 wheeler Livestock Truck
Pigs,4851,livestock,Large Livestock Truck
Goats,8701,livestock,10 wheeler Livestock Truck
Vegetables,9400,crops,10 Wheeler Cargo Truck
Fruits,3710,crops,Heavy Duty Pickup Truck
Pigs,7121,livestock,10 wheeler Livestock Truck
Milk,3431,perishable goods,Medium Refrigerated Truck
Milk,8661,perishable goods,Large Refrigerated Truck
Fruits,7530,crops,Dropside Truck
Vegetables,6820,crops,Dropside Truck
Fruits,1770,crops,Large Delivery Van
Vegetables,1810,crops,Elf Truck
Rice,3790,crops,Heavy Duty Pickup Truck
Vegetables,5510,crops,Dropside Truck
Vegetables,41,crops,Motorcycle with Box
Fruits,3870,crops,Heavy Duty Pickup Truck
Corn,13130,crops,10 Wheeler Dump Truck
Goats,11381,livestock,10 wheeler Livestock Truck
Goats,10731,livestock,10 wheeler Livestock Truck
Goats,5361,livestock,Large Livestock Truck
Rice,11290,crops,10 Wheeler Cargo Truck
Rice,5630,crops,Dropside Truck
Goats,4661,livestock,Large Livestock Truck
Eggs,9321,perishable goods,10 wheeler Reefer Truck
Chickens,711,livestock,Small Livestock Truck
Vegetables,1670,crops,Elf Truck
Leafy Greens,11611,perishable goods,10 wheeler Reefer Truck
Corn,11670,crops,10 Wheeler Cargo Truck
Vegetables,8020,crops,10 Wheeler Cargo Truck
Fruits,1330,crops,Large Multicab
Pigs,3451,livestock,Large Livestock Truck
Fruits,630,crops,Small Multicab
Corn,7310,crops,Dropside Truck
Frozen Fish,5941,perishable goods,Large Refrigerated Truck
Corn,5410,crops,Dropside Truck
Goats,9551,livestock,10 wheeler Livestock Truck
Cows,4591,livestock,Large Livestock Truck
Vegetables,7740,crops,Dropside Truck
Eggs,5641,perishable goods,Large Refrigerated Truck
Chickens,3051,livestock,Large Livestock Truck
Chickens,981,livestock,Small Livestock Truck
Pigs,1411,livestock,Small Livestock Truck
Fruits,14020,crops,10 Wheeler Dump Truck
Fruits,14070,crops,10 Wheeler Dump Truck
Fruits,1580,crops,Elf Truck
Corn,13500,crops,10 Wheeler Dump Truck
Corn,13250,crops,10 Wheeler Dump Truck
Goats,11031,livestock,10 wheeler Livestock Truck
Corn,7060,crops,Dropside Truck
Vegetables,6620,crops,Dropside Truck
Chickens,3561,livestock,Large Livestock Truck
Fruits,8270,crops,10 Wheeler Cargo Truck
Fruits,360,crops,Tricycle
Corn,1210,crops,Large Multicab
Cows,10911,livestock,10 wheeler Livestock Truck
Vegetables,11420,crops,10 Wheeler Cargo Truck
Fruits,12910,crops,10 Wheeler Dump Truck
Eggs,6041,perishable goods,Large Refrigerated Truck
Corn,8140,crops,Dropside Truck
Goats,1371,livestock,Small Livestock Truck
Fruits,3730,crops,Heavy Duty Pickup Truck
Vegetables,8740,crops,10 Wheeler Cargo Truck
Rice,2760,crops,Elf Truck
Meat,4351,perishable goods,Medium Refrigerated Truck
Cows,4711,livestock,Large Livestock Truck
Rice,4940,crops,Dropside Truck
Vegetables,14190,crops,10 Wheeler Dump Truck
Goats,31,livestock,Small Livestock Truck
Leafy Greens,4841,perishable goods,Medium Refrigerated Truck
Goats,10501,livestock,10 wheeler Livestock Truck
Fruits,12770,crops,10 Wheeler Dump Truck
Corn,900,crops,Small Multicab
Vegetables,2850,crops,Elf Truck
Cows,2811,livestock,Medium Livestock Truck
Rice,9770,crops,10 Wheeler Cargo Truck
Chickens,11431,livestock,10 wheeler Livestock Truck
Vegetables,9960,crops,10 Wheeler Cargo Truck
Fruits,7290,crops,Dropside Truck
Fruits,560,crops,Small Multicab
Fruits,10190,crops,10 Wheeler Cargo Truck
Vegetables,1000,crops,Small Multicab
Cows,1271,livestock,Small Livestock Truck
Corn,4250,crops,Heavy Duty Pickup Truck
Goats,1161,livestock,Small Livestock Truck
Goats,9801,livestock,10 wheeler Livestock Truck
Vegetables,8690,crops,Dropside Truck
Frozen Fish,9941,perishable goods,10 wheeler Reefer Truck
Pigs,7091,livestock,10 wheeler Livestock Truck
Cows,11281,livestock,10 wheeler Livestock Truck
Rice,350,crops,Tricycle
Corn,1130,crops,Large Multicab
Corn,1720,crops,Elf Truck
Fresh Vegetables,3791,perishable goods,Medium Refrigerated Truck
Leafy Greens,10261,perishable goods,10 wheeler Reefer Truck
Vegetables,7600,crops,Dropside Truck
Fresh Vegetables,3291,perishable goods,Medium Refrigerated Truck
Goats,1991,livestock,Medium Livestock Truck
Fruits,13740,crops,10 Wheeler Dump Truck
Pigs,7751,livestock,10 wheeler Livestock Truck
Cows,6311,livestock,Large Livestock Truck
Pigs,9241,livestock,10 wheeler Livestock Truck
Corn,2400,crops,Elf Truck
Leafy Greens,8701,perishable goods,Large Refrigerated Truck
Vegetables,6960,crops,Dropside Truck
Fresh Vegetables,721,perishable goods,Small Refrigerated Van
Corn,11710,crops,10 Wheeler Dump Truck
Frozen Fish,1911,perishable goods,Small Refrigerated Truck
Milk,6651,perishable goods,Large Refrigerated Truck
Fruits,11530,crops,10 Wheeler Dump Truck
Milk,571,perishable goods,Small Refrigerated Van
Rice,930,crops,Small Pickup Truck
Corn,8680,crops,Dropside Truck
Frozen Fish,11691,perishable goods,10 wheeler Reefer Truck
Rice,7460,crops,Dropside Truck
Corn,4400,crops,Dropside Truck
Fruits,13770,crops,10 Wheeler Dump Truck
Leafy Greens,9841,perishable goods,10 wheeler Reefer Truck
Chickens,3511,livestock,Large Livestock Truck
Eggs,5251,perishable goods,Large Refrigerated Truck
Cows,11111,livestock,10 wheeler Livestock Truck
Chickens,5741,livestock,Large Livestock Truck
Vegetables,8420,crops,10 Wheeler Cargo Truck
Frozen Fish,2691,perishable goods,Small Refrigerated Truck
Fruits,3010,crops,Large Pickup Truck
Fruits,3310,crops,Elf Truck
Corn,11950,crops,10 Wheeler Cargo Truck
Fruits,8200,crops,10 Wheeler Cargo Truck
Goats,8731,livestock,10 wheeler Livestock Truck
Fruits,7790,crops,Dropside Truck
Rice,2160,crops,Large Pickup Truck
Rice,10630,crops,10 Wheeler Cargo Truck
Fruits,9660,crops,10 Wheeler Cargo Truck
Rice,7130,crops,Dropside Truck
Fruits,1880,crops,Large Delivery Van
Chickens,4611,livestock,Large Livestock Truck
Corn,1170,crops,Large Delivery Van
Cows,1041,livestock,Small Livestock Truck
Cows,10321,livestock,10 wheeler Livestock Truck
Fruits,2300,crops,Elf Truck
Fresh Vegetables,5591,perishable goods,Large Refrigerated Truck
Rice,3090,crops,Large Pickup Truck
Cows,6701,livestock,Large Livestock Truck
Cows,8661,livestock,10 wheeler Livestock Truck
Leafy Greens,2461,perishable goods,Small Refrigerated Truck
Frozen Fish,10521,perishable goods,10 wheeler Reefer Truck
Fresh Vegetables,9661,perishable goods,10 wheeler Reefer Truck
Fresh Vegetables,1371,perishable goods,Large Refrigerated Van
Cows,1,livestock,Small Livestock Truck
Cows,9491,livestock,10 wheeler Livestock Truck
Vegetables,4680,crops,Dropside Truck
Vegetables,5320,crops,Dropside Truck
Chickens,531,livestock,Small Livestock Truck
Rice,12320,crops,10 Wheeler Dump Truck
Corn,7260,crops,Dropside Truck
Leafy Greens,11461,perishable goods,10 wheeler Reefer Truck
Vegetables,3460,crops,Large Pickup Truck
Pigs,6651,livestock,Large Livestock Truck
Pigs,71,livestock,Small Livestock Truck
Fruits,14530,crops,10 Wheeler Dump Truck
Goats,3651,livestock,Large Livestock Truck
Fruits,9630,crops,10 Wheeler Cargo Truck
Meat,7431,perishable goods,Large Refrigerated Truck
Leafy Greens,10251,perishable goods,10 wheeler Reefer Truck
Vegetables,14400,crops,10 Wheeler Dump Truck
Frozen Fish,10441,perishable goods,10 wheeler Reefer Truck
Meat,10761,perishable goods,10 wheeler Reefer Truck
Eggs,7661,perishable goods,Large Refrigerated Truck
Eggs,9411,perishable goods,10 wheeler Reefer Truck
Corn,4450,crops,Dropside Truck
Fruits,9840,crops,10 Wheeler Cargo Truck
Pigs,4231,livestock,Large Livestock Truck
Goats,6711,livestock,Large Livestock Truck
Fruits,8540,crops,10 Wheeler Cargo Truck
Fresh Vegetables,7051,perishable goods,Large Refrigerated Truck
Rice,5070,crops,Dropside Truck
Fruits,6560,crops,Dropside Truck
Frozen Fish,4801,perishable goods,Medium Refrigerated Truck
Rice,820,crops,Small Delivery Van
Corn,700,crops,Small Pickup Truck
Fruits,11450,crops,10 Wheeler Cargo Truck
Corn,3180,crops,Large Pickup Truck
Fruits,3880,crops,Heavy Duty Pickup Truck
Vegetables,1500,crops,Large Delivery Van
Meat,6471,perishable goods,Large Refrigerated Truck
Eggs,2811,perishable goods,Small Refrigerated Truck
Cows,461,livestock,Small Livestock Truck
Vegetables,8680,crops,10 Wheeler Cargo Truck
Rice,14910,crops,10 Wheeler Dump Truck
Rice,11050,crops,10 Wheeler Dump Truck
Fresh Vegetables,8861,perishable goods,Large Refrigerated Truck
Fruits,8250,crops,Dropside Truck
Leafy Greens,1141,perishable goods,Medium Refrigerated Van
Milk,2991,perishable goods,Small Refrigerated Truck
Vegetables,12730,crops,10 Wheeler Dump Truck
Pigs,1251,livestock,Small Livestock Truck
Vegetables,4500,crops,Heavy Duty Pickup Truck
Leafy Greens,7451,perishable goods,Large Refrigerated Truck
Vegetables,1890,crops,Large Delivery Van
Rice,8380,crops,10 Wheeler Cargo Truck
Eggs,10531,perishable goods,10 wheeler Reefer Truck
Meat,7891,perishable goods,Large Refrigerated Truck
Frozen Fish,4471,perishable goods,Medium Refrigerated Truck
Corn,6300,crops,Dropside Truck
Pigs,7341,livestock,10 wheeler Livestock Truck
Rice,6810,crops,Dropside Truck
Leafy Greens,2941,perishable goods,Small Refrigerated Truck
Corn,11850,crops,10 Wheeler Dump Truck
Goats,2351,livestock,Medium Livestock Truck
Leafy Greens,4071,perishable goods,Medium Refrigerated Truck
Fruits,2230,crops,Elf Truck
Corn,2290,crops,Elf Truck
Milk,8591,perishable goods,Large Refrigerated Truck
Corn,5200,crops,Dropside Truck
Cows,5161,livestock,Large Livestock Truck
Fruits,13820,crops,10 Wheeler Dump Truck
Pigs,5691,livestock,Large Livestock Truck
Goats,2461,livestock,Medium Livestock Truck
Fruits,750,crops,Small Delivery Van
Milk,4301,perishable goods,Medium Refrigerated Truck
Corn,7330,crops,Dropside Truck
Rice,9510,crops,10 Wheeler Cargo Truck
Goats,371,livestock,Small Livestock Truck
Frozen Fish,9561,perishable goods,10 wheeler Reefer Truck
Vegetables,13610,crops,10 Wheeler Dump Truck
Vegetables,12880,crops,10 Wheeler Dump Truck
Eggs,5901,perishable goods,Large Refrigerated Truck
Corn,5000,crops,Dropside Truck
Corn,10800,crops,10 Wheeler Cargo Truck
Goats,9731,livestock,10 wheeler Livestock Truck
Frozen Fish,1731,perishable goods,Small Refrigerated Truck
Corn,4190,crops,Heavy Duty Pickup Truck
Frozen Fish,2301,perishable goods,Small Refrigerated Truck
Cows,5121,livestock,Large Livestock Truck
Fresh Vegetables,11191,perishable goods,10 wheeler Reefer Truck
Frozen Fish,6311,perishable goods,Large Refrigerated Truck
Frozen Fish,3811,perishable goods,Medium Refrigerated Truck
Milk,7111,perishable goods,Large Refrigerated Truck
Vegetables,9090,crops,10 Wheeler Cargo Truck
Rice,8330,crops,Dropside Truck
Frozen Fish,3451,perishable goods,Medium Refrigerated Truck
Corn,8870,crops,Dropside Truck
Frozen Fish,461,perishable goods,Small Refrigerated Van
Frozen Fish,10211,perishable goods,10 wheeler Reefer Truck
Pigs,4301,livestock,Large Livestock Truck
Rice,9530,crops,10 Wheeler Cargo Truck
Goats,5011,livestock,Large Livestock Truck
Goats,4421,livestock,Large Livestock Truck
Eggs,1121,perishable goods,Medium Refrigerated Van
Corn,13270,crops,10 Wheeler Dump Truck
Pigs,10171,livestock,10 wheeler Livestock Truck
Vegetables,11750,crops,10 Wheeler Cargo Truck
Vegetables,6660,crops,Dropside Truck
Corn,1900,crops,Large Pickup Truck
Corn,1260,crops,Medium Pickup Truck
Pigs,3471,livestock,Large Livestock Truck
Fruits,5960,crops,Dropside Truck
Frozen Fish,11721,perishable goods,10 wheeler Reefer Truck
Rice,11630,crops,10 Wheeler Dump Truck
Pigs,5041,livestock,Large Livestock Truck
Cows,10271,livestock,10 wheeler Livestock Truck
Rice,1440,crops,Large Delivery Van
Corn,9930,crops,10 Wheeler Cargo Truck
Pigs,3661,livestock,Large Livestock Truck
Eggs,3001,perishable goods,Medium Refrigerated Truck
Cows,10011,livestock,10 wheeler Livestock Truck
Vegetables,9600,crops,10 Wheeler Cargo Truck
Cows,8031,livestock,10 wheeler Livestock Truck
Vegetables,8440,crops,10 Wheeler Cargo Truck
Chickens,3211,livestock,Large Livestock Truck
Fruits,1780,crops,Elf Truck
Meat,9581,perishable goods,10 wheeler Reefer Truck
Fruits,12200,crops,10 Wheeler Dump Truck
Pigs,9571,livestock,10 wheeler Livestock Truck
Milk,4891,perishable goods,Medium Refrigerated Truck
Milk,1631,perishable goods,Small Refrigerated Truck
Meat,10541,perishable goods,10 wheeler Reefer Truck
Pigs,1751,livestock,Medium Livestock Truck
Fruits,8730,crops,Dropside Truck
Leafy Greens,3251,perishable goods,Medium Refrigerated Truck
Fresh Vegetables,5401,perishable goods,Large Refrigerated Truck
Vegetables,3320,crops,Large Pickup Truck
Rice,9110,crops,10 Wheeler Cargo Truck
Corn,8050,crops,10 Wheeler Cargo Truck
Fruits,14690,crops,10 Wheeler Dump Truck
Meat,3531,perishable goods,Medium Refrigerated Truck
Fruits,12830,crops,10 Wheeler Dump Truck
Corn,8580,crops,Dropside Truck
Goats,7471,livestock,10 wheeler Livestock Truck
Frozen Fish,6661,perishable goods,Large Refrigerated Truck
Fruits,6160,crops,Dropside Truck
Fruits,13730,crops,10 Wheeler Dump Truck
Cows,3311,livestock,Large Livestock Truck
Meat,7821,perishable goods,Large Refrigerated Truck
Fruits,8930,crops,Dropside Truck
Rice,13060,crops,10 Wheeler Dump Truck
Fruits,8260,crops,10 Wheeler Cargo Truck
Rice,5350,crops,Dropside Truck
Rice,3480,crops,Elf Truck
Cows,7211,livestock,10 wheeler Livestock Truck
Cows,6301,livestock,Large Livestock Truck
Fruits,8490,crops,Dropside Truck
Pigs,3291,livestock,Large Livestock Truck
Rice,9220,crops,10 Wheeler Cargo Truck
Cows,2751,livestock,Medium Livestock Truck
Vegetables,2160,crops,Elf Truck
Chickens,1401,livestock,Small Livestock Truck
Chickens,7241,livestock,10 wheeler Livestock Truck
Fresh Vegetables,10781,perishable goods,10 wheeler Reefer Truck
Meat,351,perishable goods,Small Refrigerated Van
Vegetables,7730,crops,Dropside Truck
Pigs,4691,livestock,Large Livestock Truck
Eggs,2921,perishable goods,Small Refrigerated Truck
Corn,6420,crops,Dropside Truck
Corn,14120,crops,10 Wheeler Dump Truck
Corn,1120,crops,Small Pickup Truck
Leafy Greens,8161,perishable goods,Large Refrigerated Truck
Corn,1320,crops,Large Multicab
Corn,2110,crops,Large Pickup Truck
Cows,1091,livestock,Small Livestock Truck
Fresh Vegetables,6951,perishable goods,Large Refrigerated Truck
Corn,11130,crops,10 Wheeler Dump Truck
Fresh Vegetables,271,perishable goods,Small Refrigerated Van
Chickens,5501,livestock,Large Livestock Truck
Vegetables,11110,crops,10 Wheeler Dump Truck
Chickens,7891,livestock,10 wheeler Livestock Truck
Leafy Greens,8411,perishable goods,Large Refrigerated Truck
Cows,9721,livestock,10 wheeler Livestock Truck
Milk,11771,perishable goods,10 wheeler Reefer Truck
Goats,9121,livestock,10 wheeler Livestock Truck
Frozen Fish,8921,perishable goods,Large Refrigerated Truck
Vegetables,8430,crops,Dropside Truck
Frozen Fish,1071,perishable goods,Medium Refrigerated Van
Cows,2641,livestock,Medium Livestock Truck
Cows,6131,livestock,Large Livestock Truck
Cows,721,livestock,Small Livestock Truck
Corn,180,crops,Tricycle
Goats,4211,livestock,Large Livestock Truck
Pigs,2621,livestock,Medium Livestock Truck
Eggs,3211,perishable goods,Medium Refrigerated Truck
Fruits,1390,crops,Large Multicab
Chickens,651,livestock,Small Livestock Truck
Chickens,9541,livestock,10 wheeler Livestock Truck
Frozen Fish,4261,perishable goods,Medium Refrigerated Truck
Vegetables,2370,crops,Elf Truck
Eggs,141,perishable goods,Small Refrigerated Van
Chickens,1791,livestock,Medium Livestock Truck
Corn,2300,crops,Large Pickup Truck
Rice,3300,crops,Elf Truck
Corn,1350,crops,Large Multicab
Meat,3881,perishable goods,Medium Refrigerated Truck
Cows,5551,livestock,Large Livestock Truck
Vegetables,3270,crops,Elf Truck
Meat,8051,perishable goods,Large Refrigerated Truck
Corn,6580,crops,Dropside Truck
Rice,5750,crops,Dropside Truck
Rice,14160,crops,10 Wheeler Dump Truck
Cows,9631,livestock,10 wheeler Livestock Truck
Rice,5010,crops,Dropside Truck
Corn,6670,crops,Dropside Truck
Cows,4721,livestock,Large Livestock Truck
Pigs,6181,livestock,Large Livestock Truck
Goats,9431,livestock,10 wheeler Livestock Truck
Chickens,2771,livestock,Medium Livestock Truck
Leafy Greens,6231,perishable goods,Large Refrigerated Truck
Leafy Greens,11201,perishable goods,10 wheeler Reefer Truck
Vegetables,13460,crops,10 Wheeler Dump Truck
Vegetables,3350,crops,Large Pickup Truck
Rice,7080,crops,Dropside Truck
Fruits,1240,crops,Large Delivery Van
Cows,4781,livestock,Large Livestock Truck
Corn,11900,crops,10 Wheeler Dump Truck
Corn,2610,crops,Elf Truck
Leafy Greens,5181,perishable goods,Large Refrigerated Truck
Chickens,5981,livestock,Large Livestock Truck
Corn,5740,crops,Dropside Truck
Corn,13180,crops,10 Wheeler Dump Truck
Milk,5911,perishable goods,Large Refrigerated Truck
Pigs,10741,livestock,10 wheeler Livestock Truck
Corn,11280,crops,10 Wheeler Cargo Truck
Milk,1641,perishable goods,Small Refrigerated Truck
Fruits,1370,crops,Large Delivery Van
Fruits,9250,crops,10 Wheeler Cargo Truck
Goats,9511,livestock,10 wheeler Livestock Truck
Rice,4420,crops,Heavy Duty Pickup Truck
Vegetables,3860,crops,Heavy Duty Pickup Truck
